time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-26T18:41:00.545Z,-9.2992,-108.4,10,4.7,mb,,241,19.962,1.12,us,us70007jxq,2020-02-10T20:09:23.040Z,"Central East Pacific Rise",earthquake,14,2,0.089,38,reviewed,us,us
2020-01-26T18:35:40.719Z,-8.7729,-108.2178,10,4.5,mb,,151,18.287,0.78,us,us70007jxr,2020-02-10T19:56:14.040Z,"Central East Pacific Rise",earthquake,13.5,1.9,0.096,32,reviewed,us,us
2020-01-26T17:54:29.551Z,-28.6193,-67.4146,181.98,4.5,mb,,105,2.338,0.69,us,us60007gkz,2020-01-26T19:29:07.040Z,"60km N of Chilecito, Argentina",earthquake,10.7,16.4,0.27,4,reviewed,us,us
2020-01-26T17:46:44.782Z,-32.1914,57.0486,10,5.1,mb,,76,11.166,0.64,us,us60007gl1,2020-02-10T20:20:12.040Z,"Southwest Indian Ridge",earthquake,9.6,1.8,0.071,65,reviewed,us,us
2020-01-26T16:10:37.822Z,-39.0571,45.9539,10,4.6,mb,,66,8.551,0.68,us,us70007jxv,2020-02-06T14:47:30.040Z,"Southwest Indian Ridge",earthquake,10.2,1.7,0.103,28,reviewed,us,us
2020-01-26T11:36:38.403Z,48.4858,154.7243,60.43,4.8,mb,,112,4.997,0.54,us,us60007gfw,2020-01-26T12:17:10.040Z,"264km SSW of Severo-Kuril'sk, Russia",earthquake,10.2,6.6,0.034,260,reviewed,us,us
2020-01-26T10:29:17.887Z,51.1637,-179.8226,46.33,4.7,mb,,171,0.591,0.89,us,us60007ges,2020-01-27T22:52:33.516Z,"51km WSW of Amatignak Island, Alaska",earthquake,7.5,7.4,0.031,313,reviewed,us,us
2020-01-26T10:20:56.898Z,-35.6395,-179.3532,10,4.6,mb,,224,2.688,0.39,us,us60007gef,2020-01-26T11:30:56.040Z,"East of the North Island of New Zealand",earthquake,13.5,2,0.141,15,reviewed,us,us
2020-01-26T09:43:36.351Z,-35.6551,-179.817,10,5.2,mb,,64,2.429,1.24,us,us60007gdu,2020-01-26T10:02:58.040Z,"East of the North Island of New Zealand",earthquake,8.6,1.6,0.1,33,reviewed,us,us
2020-01-26T09:42:38.954Z,12.6216,-86.9318,181.71,4.5,mb,,144,0.099,0.45,us,us60007gds,2020-01-26T09:56:00.040Z,"9km NNE of Posoltega, Nicaragua",earthquake,7.7,6.9,0.066,66,reviewed,us,us
2020-01-26T09:17:07.538Z,51.0121,-179.8145,19.52,4.7,mb,,123,0.666,0.87,us,us60007hrq,2020-01-29T12:20:22.040Z,"56km WSW of Amatignak Island, Alaska",earthquake,3.1,5,0.082,45,reviewed,us,us
2020-01-26T09:14:05.835Z,51.2289,-179.8622,47.28,5.4,mb,,177,0.546,0.92,us,us60007hrr,2020-01-29T11:53:00.409Z,"52km W of Amatignak Island, Alaska",earthquake,6.1,6.8,0.074,62,reviewed,us,us
2020-01-26T09:12:07.241Z,51.2345,-179.7989,23.59,5.6,mww,,78,0.583,1.15,us,us60007gca,2020-01-30T05:32:24.087Z,"48km W of Amatignak Island, Alaska",earthquake,9.3,3.6,0.08,15,reviewed,us,us
2020-01-26T08:11:57.754Z,51.1471,-179.8459,29.05,4.8,mb,,139,0.583,0.99,us,us60007gbk,2020-01-27T22:52:26.093Z,"53km WSW of Amatignak Island, Alaska",earthquake,7.2,5.7,0.029,377,reviewed,us,us
2020-01-26T07:24:07.870Z,51.2491,-179.9124,35.58,5.2,mww,,126,0.51,0.68,us,us60007gae,2020-01-27T22:52:21.709Z,"56km W of Amatignak Island, Alaska",earthquake,7.7,7.2,0.08,15,reviewed,us,us
2020-01-26T07:24:04.176Z,12.7016,-87.057,164.15,4.7,mb,,143,0.035,0.68,us,us60007gag,2020-01-26T08:07:43.504Z,"11km NE of Chinandega, Nicaragua",earthquake,8.4,7.8,0.034,268,reviewed,us,us
2020-01-26T06:40:53.080Z,51.2943,-179.8943,33.09,5.3,mb,,170,0.512,0.77,us,us60007g8v,2020-01-27T22:52:16.291Z,"54km W of Amatignak Island, Alaska",earthquake,8.7,6,0.025,532,reviewed,us,us
2020-01-26T06:31:57.498Z,51.3457,-179.9173,27.06,6.1,mww,,52,0.491,0.94,us,us60007g8m,2020-02-11T06:42:12.347Z,"57km W of Amatignak Island, Alaska",earthquake,6.2,4.1,0.068,21,reviewed,us,us
2020-01-26T03:57:21.568Z,51.1492,-179.9981,34.29,5.3,mww,,126,0.496,1.3,us,us60007g6e,2020-01-27T22:52:09.791Z,"63km W of Amatignak Island, Alaska",earthquake,4.4,4.3,0.08,15,reviewed,us,us
2020-01-26T02:46:33.737Z,-35.6883,-179.2384,10,4.5,mb,,234,2.719,0.77,us,us60007g5h,2020-01-26T03:46:28.040Z,"East of the North Island of New Zealand",earthquake,13.8,2,0.221,6,reviewed,us,us
2020-01-25T21:26:02.534Z,-35.6521,-179.4059,10,4.5,mb,,200,2.649,0.64,us,us70007j55,2020-02-09T05:38:48.040Z,"East of the North Island of New Zealand",earthquake,8.8,2,0.192,8,reviewed,us,us
2020-01-25T21:20:06.878Z,-35.501,-179.612,9.17,5.2,mww,,53,2.653,0.77,us,us60007fyp,2020-02-09T05:32:52.757Z,"East of the North Island of New Zealand",earthquake,10.7,3.7,0.061,26,reviewed,us,us
2020-01-25T21:07:34.332Z,16.6775,79.8979,10,4.5,mb,,83,9.38,0.63,us,us60007fyl,2020-02-09T05:11:44.508Z,"32km SW of Jaggayyapeta, India",earthquake,9.5,1.9,0.084,42,reviewed,us,us
2020-01-25T20:20:38.640Z,18.0105,-66.8188,13,5,ml,16,158,0.07,0.17,pr,pr2020025008,2020-02-09T03:53:55.040Z,"12km SSE of Indios, Puerto Rico",earthquake,1.12,0.86,0.34,5,reviewed,pr,pr
2020-01-25T19:56:00.187Z,38.7332,73.1749,10,4.5,mb,,99,1.302,0.95,us,us60007fwg,2020-02-09T03:00:31.040Z,"44km SW of Karakul, Tajikistan",earthquake,4.3,1.9,0.099,30,reviewed,us,us
2020-01-25T19:49:36.339Z,39.849,77.23,10,4.5,mb,,63,1.928,1.04,us,us60007fw5,2020-02-08T05:13:54.040Z,"97km ENE of Arzak, China",earthquake,4.3,1.8,0.118,21,reviewed,us,us
2020-01-25T19:40:44.906Z,36.4477,142.8293,10,4.6,mb,,128,3.693,0.69,us,us60007fwv,2020-02-08T04:55:24.040Z,"186km ESE of Iwaki, Japan",earthquake,8.1,1.9,0.071,60,reviewed,us,us
2020-01-25T19:24:52.714Z,-35.4781,-179.7067,17.28,5.3,mww,,61,2.624,0.85,us,us60007fvs,2020-02-08T04:38:43.305Z,"East of the North Island of New Zealand",earthquake,10.3,3.5,0.06,27,reviewed,us,us
2020-01-25T19:22:59.204Z,-24.1459,-66.9746,175.93,5,mww,,39,1.622,0.96,us,us60007fva,2020-02-08T04:22:57.040Z,"67km W of San Antonio de los Cobres, Argentina",earthquake,7.6,4.8,0.073,18,reviewed,us,us
2020-01-25T19:19:31.173Z,-30.4141,-177.7115,27.22,5.2,mb,,85,1.18,0.77,us,us60007fv7,2020-02-08T03:39:09.040Z,"128km S of Raoul Island, New Zealand",earthquake,6.8,3,0.065,79,reviewed,us,us
2020-01-25T18:04:47.662Z,-6.2958,130.4501,102.03,5,mb,,37,1.875,0.64,us,us60007ftp,2020-01-25T18:19:24.040Z,"206km NNW of Saumlaki, Indonesia",earthquake,5.3,6.6,0.092,42,reviewed,us,us
2020-01-25T16:30:11.040Z,38.3461,39.125,10,5.1,mww,,59,0.968,1.01,us,us60007fs4,2020-01-27T17:55:13.040Z,"8km ENE of Doganyol, Turkey",earthquake,4.4,1.9,0.071,19,reviewed,us,us
2020-01-25T14:29:09.149Z,15.5446,-93.3333,91.95,4.5,ml,,153,0.193,0.77,us,us70007k02,2020-02-10T19:38:52.040Z,"20km SSW of Pijijiapan, Mexico",earthquake,6,12.2,0.115,10,reviewed,us,us
2020-01-25T11:01:20.362Z,36.4852,141.8589,43.35,4.7,mb,,152,2.94,0.64,us,us60007fn7,2020-01-25T11:28:30.040Z,"104km ESE of Kitaibaraki, Japan",earthquake,9.9,9,0.094,34,reviewed,us,us
2020-01-25T10:45:11.249Z,-40.6189,174.5631,86.19,5.1,mww,,61,0.629,0.76,us,us60007fmc,2020-01-30T21:44:46.360Z,"50km NW of Paraparaumu, New Zealand",earthquake,2.2,5.9,0.08,15,reviewed,us,us
2020-01-25T10:14:59.670Z,38.2185,38.78,10,4.5,mb,,37,1.625,0.72,us,us60007flw,2020-01-25T13:32:39.040Z,"22km S of Kale, Turkey",earthquake,4.8,1.9,0.069,61,reviewed,us,us
2020-01-25T08:00:47.150Z,17.9245,-66.9401,6,4.5,ml,17,222,0.0792,0.1,pr,pr2020025002,2020-01-26T08:02:17.214Z,"11km SSW of Guanica, Puerto Rico",earthquake,0.82,0.37,0.15,13,reviewed,pr,pr
2020-01-25T04:56:05.516Z,15.7264,119.1799,10,4.8,mb,,112,7.278,0.69,us,us60007fg4,2020-01-25T05:41:55.040Z,"67km WSW of Ilioilio, Philippines",earthquake,6.4,1.9,0.069,64,reviewed,us,us
2020-01-25T03:03:34.920Z,35.0975,-116.9696667,3.07,4.62,mw,46,33,0.2228,0.14,ci,ci39281440,2020-02-09T05:12:07.282Z,"23km NNE of Barstow, CA",earthquake,0.14,0.66,,6,reviewed,ci,ci
2020-01-25T02:31:57.348Z,13.1331,125.1525,35,4.6,mb,,156,24.367,0.56,us,us70007j46,2020-02-05T22:58:25.040Z,"53km NNE of Cabodiongan, Philippines",earthquake,15.4,2,0.244,5,reviewed,us,us
2020-01-25T00:38:23.411Z,-3.3205,127.8992,53.31,4.7,mb,,61,4.099,0.86,us,us60007fb1,2020-02-04T01:37:39.040Z,"35km NW of Hila, Indonesia",earthquake,4.6,8.2,0.067,67,reviewed,us,us
2020-01-24T23:44:31.014Z,11.3269,-86.7087,35,4.9,mb,,138,0.892,0.85,us,us60007f9k,2020-02-03T03:11:16.040Z,"55km SSW of Masachapa, Nicaragua",earthquake,5.7,2,0.026,471,reviewed,us,us
2020-01-24T23:40:16.194Z,-6.2671,142.3398,10,4.6,mb,,50,4.068,0.85,us,us60007pjs,2020-02-08T23:16:21.040Z,"116km ENE of Lake Murray, Papua New Guinea",earthquake,7.2,1.9,0.102,29,reviewed,us,us
2020-01-24T22:56:05.281Z,31.9994,95.0757,10,5.5,mb,,22,4.094,0.72,us,us60007f7v,2020-02-03T06:30:01.190Z,"61km NNW of Gyamotang, China",earthquake,7.4,1.7,0.029,408,reviewed,us,us
2020-01-24T22:50:53.839Z,-11.8631,65.6777,10,4.9,mb,,122,12.36,0.88,us,us60007pjq,2020-02-08T22:40:35.040Z,"Mid-Indian Ridge",earthquake,11.9,1.9,0.199,8,reviewed,us,us
2020-01-24T21:59:06.540Z,11.3856,-86.5898,35,5.3,mww,,54,0.789,0.8,us,us60007f5m,2020-02-03T05:58:37.729Z,"45km S of Masachapa, Nicaragua",earthquake,4.1,1.8,0.061,26,reviewed,us,us
2020-01-24T21:35:29.044Z,48.5349,-125.2115,10,4.5,mwr,,57,0.303,1.17,us,us60007f42,2020-02-03T04:52:04.795Z,"47km WNW of Neah Bay, Washington",earthquake,3.8,1.9,0.05,39,reviewed,us,us
2020-01-24T18:08:06.990Z,38.3945,39.1789,10,4.8,mb,,65,0.959,0.72,us,us60007f7j,2020-01-25T17:37:11.040Z,"12km WSW of Sivrice, Turkey",earthquake,4.9,1.9,0.079,55,reviewed,us,us
2020-01-24T17:55:14.082Z,38.4097,39.0643,10,6.7,mww,,49,0.888,0.74,us,us60007ewc,2020-02-09T01:25:02.236Z,"11km NNE of Doganyol, Turkey",earthquake,5,1.8,0.043,51,reviewed,us,us
2020-01-24T17:39:26.065Z,-6.195,147.5555,74.71,4.9,mb,,66,3.213,0.94,us,us60007ew7,2020-01-25T16:46:38.040Z,"56km NW of Finschhafen, Papua New Guinea",earthquake,8.1,7.2,0.061,94,reviewed,us,us
2020-01-24T17:01:06.264Z,-18.2244,-69.7142,120.56,4.7,mb,,68,0.613,0.82,us,us60007erq,2020-01-25T15:54:37.511Z,"16km W of Putre, Chile",earthquake,4.7,5.4,0.075,54,reviewed,us,us
2020-01-24T13:28:40.742Z,32.0819,142.7017,10,4.6,mb,,137,2.646,0.4,us,us60007enz,2020-01-26T07:34:26.040Z,"294km ESE of Hachijo-jima, Japan",earthquake,8.7,1.9,0.071,59,reviewed,us,us
2020-01-24T10:47:52.399Z,16.3318,-97.0254,35,4.9,mb,,165,1.916,1.17,us,us60007elk,2020-01-28T19:51:04.214Z,"21km WSW of San Vicente Coatlan, Mexico",earthquake,8.3,1.9,0.027,423,reviewed,us,us
2020-01-24T07:24:18.825Z,36.7312,5.5993,10,4.9,mww,,48,3.188,0.89,us,us60007eif,2020-02-08T12:54:04.890Z,"17km WSW of Jijel, Algeria",earthquake,6.4,1.9,0.08,15,reviewed,us,us
2020-01-24T07:14:24.423Z,39.1964,71.6665,10,5,mb,,55,0.306,0.76,us,us60007eii,2020-02-08T12:50:27.040Z,"13km ESE of Karakenja, Tajikistan",earthquake,5.2,1.9,0.071,63,reviewed,us,us
2020-01-24T07:09:15.777Z,39.1651,71.5082,10,5.5,mww,,30,0.392,0.74,us,us60007ei6,2020-02-08T12:50:02.897Z,"7km S of Karakenja, Tajikistan",earthquake,2.7,1.8,0.071,19,reviewed,us,us
2020-01-24T05:13:49.236Z,-17.3736,-71.0234,74.53,5.4,mww,,125,1.185,1.06,us,us60007efq,2020-02-08T12:15:45.099Z,"21km SSW of Moquegua, Peru",earthquake,7.4,5.2,0.06,27,reviewed,us,us
2020-01-24T05:13:37.175Z,27.8417,142.7593,19.54,4.7,mb,,127,0.901,0.59,us,us60007efw,2020-02-08T12:08:33.040Z,"99km NNE of Chichi-shima, Japan",earthquake,9.1,2.5,0.1,30,reviewed,us,us
2020-01-24T03:44:32.399Z,37.1946,141.9195,29.84,4.6,mb,,136,1.122,0.56,us,us60007eec,2020-01-24T04:12:25.425Z,"87km ESE of Namie, Japan",earthquake,9.9,3.7,0.116,22,reviewed,us,us
2020-01-24T03:24:22.075Z,-30.914,-177.5905,10,4.6,mb,,216,1.689,1.04,us,us60007pir,2020-02-05T04:04:47.040Z,"137km ENE of L'Esperance Rock, New Zealand",earthquake,6.9,2,0.222,6,reviewed,us,us
2020-01-24T03:10:31.060Z,-6.9809,155.1851,10,4.7,mb,,178,4.089,0.75,us,us60007piy,2020-02-05T03:56:36.040Z,"80km SSW of Panguna, Papua New Guinea",earthquake,13,2,0.159,12,reviewed,us,us
2020-01-24T00:50:43.530Z,-9.8774,116.9285,35,4.9,mb,,59,3.077,0.87,us,us60007ebf,2020-02-03T04:33:26.040Z,"113km S of Besisora, Indonesia",earthquake,3.8,1.9,0.084,45,reviewed,us,us
2020-01-24T00:08:49.585Z,-29.2189,-176.0077,10,4.5,mb,,215,1.679,0.7,us,us60007pik,2020-02-08T02:18:29.040Z,"184km E of Raoul Island, New Zealand",earthquake,9.9,2,0.181,9,reviewed,us,us
2020-01-23T21:59:06.894Z,3.7694,123.0149,547.18,4.5,mb,,44,3.456,0.84,us,us60007e7i,2020-02-03T04:14:09.040Z,"279km SSE of Tabiauan, Philippines",earthquake,9.4,7.7,0.055,97,reviewed,us,us
2020-01-23T21:11:28.824Z,-26.9878,-63.3514,554.37,5.5,mww,,22,5.16,0.65,us,us60007e4x,2020-02-03T02:53:07.889Z,"12km WNW of El Hoyo, Argentina",earthquake,7.9,3.8,0.054,33,reviewed,us,us
2020-01-23T21:00:23.597Z,-20.8233,-178.3976,548.52,4.6,mb,,85,4.54,0.89,us,us60007e4n,2020-02-03T02:25:49.040Z,"36km ESE of Ndoi Island, Fiji",earthquake,11.9,6.3,0.06,82,reviewed,us,us
2020-01-23T18:50:05.511Z,85.9531,27.9917,10,4.7,mb,,61,7.328,0.75,us,us60007e0p,2020-01-30T21:56:35.040Z,"North of Svalbard",earthquake,11.1,1.9,0.044,155,reviewed,us,us
2020-01-23T17:04:29.665Z,-11.5679,166.7423,210.37,4.9,mb,,36,3.882,0.79,us,us60007dy1,2020-01-30T22:55:38.040Z,"136km SE of Lata, Solomon Islands",earthquake,10.9,5.8,0.035,261,reviewed,us,us
2020-01-23T16:23:23.342Z,5.0365,-82.5359,10,4.8,mb,,76,3.736,1.03,us,us60007dx2,2020-01-25T15:21:58.040Z,"South of Panama",earthquake,6.7,1.9,0.035,260,reviewed,us,us
2020-01-23T15:16:04.239Z,12.2576,-88.1718,62.64,4.6,mb,,170,1.205,0.75,us,us60007dvq,2020-01-25T15:11:01.040Z,"95km SW of Jiquilillo, Nicaragua",earthquake,7.5,8.5,0.047,134,reviewed,us,us
2020-01-23T14:26:30.585Z,33.1034,98.9103,10,4.5,mb,,72,7.465,1.37,us,us60007due,2020-01-23T19:25:49.040Z,"77km E of Qumong, China",earthquake,5.4,1.9,0.111,24,reviewed,us,us
2020-01-23T13:05:59.418Z,12.5693,123.5292,35.19,4.6,mb,,112,11.845,0.8,us,us60007nia,2020-02-10T19:44:05.040Z,"11km NNE of Baleno, Philippines",earthquake,12.9,8.6,0.128,18,reviewed,us,us
2020-01-23T09:48:05.800Z,20.4368,93.378,31.81,4.9,mww,,46,2.204,1,us,us60007dqr,2020-01-23T10:04:52.040Z,"59km ENE of Akyab, Burma",earthquake,6.3,4.9,0.098,10,reviewed,us,us
2020-01-23T08:33:20.829Z,-58.7134,-25.0919,10,4.6,mb,,83,7.708,0.6,us,us60007ni0,2020-02-08T11:54:47.040Z,"89km ENE of Bristol Island, South Sandwich Islands",earthquake,10.4,1.9,0.088,39,reviewed,us,us
2020-01-23T05:53:03.357Z,51.9196,-177.8269,10,6.2,mww,,45,0.423,0.78,us,us60007djn,2020-02-11T06:03:10.383Z,"22km E of Tanaga Volcano, Alaska",earthquake,4.8,1.7,0.05,38,reviewed,us,us
2020-01-23T03:50:58.689Z,21.0656,144.9305,97.03,5.1,mb,,97,5.85,0.67,us,us60007dgf,2020-02-11T04:01:07.046Z,"58km N of Farallon de Pajaros, Northern Mariana Islands",earthquake,10.3,7.8,0.032,328,reviewed,us,us
2020-01-23T01:40:06.035Z,-40.2414,-75.2686,10,4.6,mb,,169,1.459,0.76,us,us60007dev,2020-01-23T02:00:28.040Z,"161km WSW of Corral, Chile",earthquake,7,1.9,0.274,4,reviewed,us,us
2020-01-22T22:14:48.754Z,-60.341,-27.1563,18.76,5.2,mww,,40,14.332,0.73,us,us60007d99,2020-02-07T22:39:35.040Z,"150km SSW of Bristol Island, South Sandwich Islands",earthquake,10.3,3.1,0.078,16,reviewed,us,us
2020-01-22T19:23:28.503Z,7.8057,94.0672,124.78,4.6,mb,,117,3.839,1.28,us,us60007d30,2020-01-30T20:20:43.040Z,"84km ESE of Mohean, India",earthquake,9.5,16.9,0.224,6,reviewed,us,us
2020-01-22T19:23:13.183Z,28.0196,56.7463,10,5,mww,,72,3.1,0.87,us,us60007d34,2020-01-30T20:22:52.664Z,"102km NNW of Minab, Iran",earthquake,7.2,1.8,0.117,7,reviewed,us,us
2020-01-22T19:22:16.276Z,39.0757,27.8444,5.36,5.6,mww,,18,0.564,0.53,us,us60007d2r,2020-01-30T20:29:42.033Z,"15km ESE of Kirkagac, Turkey",earthquake,3.7,3,0.057,30,reviewed,us,us
2020-01-22T18:33:40.238Z,-36.1199,-99.9226,10,5.3,mww,,66,21.187,0.8,us,us60007d0c,2020-01-30T20:38:36.040Z,"Southeast of Easter Island",earthquake,12,1.9,0.075,17,reviewed,us,us
2020-01-22T17:50:17.881Z,-22.8548,-63.8092,529.74,4.5,mb,,60,4.03,0.83,us,us60007cz8,2020-01-30T20:59:41.040Z,"28km S of General Enrique Mosconi, Argentina",earthquake,11.6,8,0.057,91,reviewed,us,us
2020-01-22T17:43:29.666Z,-22.92,-63.7991,535.04,4.7,mb,,60,4.037,0.44,us,us60007cyy,2020-01-30T21:01:32.040Z,"35km S of General Enrique Mosconi, Argentina",earthquake,13,4.5,0.113,24,reviewed,us,us
2020-01-22T14:32:44.418Z,23.9482,122.7135,34,4.5,mb,,75,0.583,1.03,us,us60007lis,2020-02-08T10:21:46.040Z,"64km SSW of Yonakuni, Japan",earthquake,4.3,5.1,0.092,35,reviewed,us,us
2020-01-22T13:49:57.661Z,11.5813,142.9917,10,4.7,mb,,89,2.709,0.46,us,us60007cv7,2020-02-08T10:12:28.040Z,"260km SW of Merizo Village, Guam",earthquake,11,1.9,0.077,51,reviewed,us,us
2020-01-22T13:34:25.227Z,1.9458,126.5923,10,4.5,mb,,115,1.399,0.87,us,us60007cuh,2020-02-08T10:07:42.040Z,"154km NNW of Kota Ternate, Indonesia",earthquake,8.3,1.9,0.111,24,reviewed,us,us
2020-01-22T13:18:23.161Z,-20.388,-178.259,553.67,4.5,mb,,73,4.367,0.89,us,us60007lip,2020-02-08T10:06:51.040Z,"54km ENE of Ndoi Island, Fiji",earthquake,9.4,9.2,0.102,28,reviewed,us,us
2020-01-22T11:04:12.817Z,54.8747,161.5092,55.17,5.6,mww,,33,2.509,1,us,us60007crw,2020-01-23T11:06:46.792Z,"162km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,8.5,5.6,0.066,22,reviewed,us,us
2020-01-22T10:09:26.779Z,-15.3246,166.658,66.46,4.9,mb,,58,6.26,0.87,us,us60007cqw,2020-01-22T10:27:14.040Z,"51km SW of Port-Olry, Vanuatu",earthquake,11.8,7.8,0.097,33,reviewed,us,us
2020-01-22T09:23:49.557Z,-24.2947,-66.8893,190.14,4.5,mb,,144,1.784,0.68,us,us60007cq4,2020-01-22T10:47:50.040Z,"58km W of San Antonio de los Cobres, Argentina",earthquake,11.8,10.5,0.191,8,reviewed,us,us
2020-01-22T07:08:36.797Z,31.798,103.2311,10,4.7,mb,,78,11.756,0.8,us,us60007cnf,2020-01-22T07:23:10.138Z,"23km SW of Se'ergu, China",earthquake,12.2,1.9,0.093,35,reviewed,us,us
2020-01-22T06:07:21.874Z,51.003,-179.7953,47.84,4.7,mb,,191,0.681,1.09,us,us60007cmf,2020-01-22T20:10:41.934Z,"56km WSW of Amatignak Island, Alaska",earthquake,7,8.6,0.034,262,reviewed,us,us
2020-01-22T05:35:14.966Z,51.076,-179.9685,32.13,4.5,mb,,203,0.55,1.17,us,us60007cm1,2020-02-05T17:19:26.615Z,"63km WSW of Amatignak Island, Alaska",earthquake,6.7,7.4,0.038,199,reviewed,us,us
2020-01-22T03:58:43.981Z,2.2035,96.2741,10,4.7,mb,,172,1.578,0.68,us,us60007clh,2020-01-22T04:51:56.040Z,"32km SSW of Sinabang, Indonesia",earthquake,8.3,1.9,0.089,39,reviewed,us,us
2020-01-22T03:49:30.148Z,-8.7837,119.2381,129.12,4.5,mb,,75,2.969,0.98,us,us60007ckq,2020-01-22T04:09:28.040Z,"30km SE of Sigirato, Indonesia",earthquake,7.8,6.6,0.104,27,reviewed,us,us
2020-01-22T00:57:20.909Z,-16.5518,177.9519,10,5.5,mww,,24,1.19,1.01,us,us60007cim,2020-02-05T04:32:42.372Z,"128km NNE of Lautoka, Fiji",earthquake,6.1,1.7,0.069,20,reviewed,us,us
2020-01-22T00:01:03.364Z,13.8611,-92.9695,10,4.7,mb,,165,1.244,0.81,us,us60007chu,2020-02-10T01:23:01.586Z,"110km SW of Ocos, Guatemala",earthquake,3.6,1.9,0.043,168,reviewed,us,us
2020-01-21T21:31:32.191Z,-29.3175,-176.1794,10,5,mb,,72,1.53,0.98,us,us60007cds,2020-02-05T02:42:20.040Z,"167km E of Raoul Island, New Zealand",earthquake,8.2,1.8,0.1,32,reviewed,us,us
2020-01-21T20:53:51.604Z,-29.6337,-176.0211,11.02,4.9,mb,,74,1.708,0.71,us,us60007ccq,2020-01-22T21:57:43.040Z,"186km ESE of Raoul Island, New Zealand",earthquake,5,5.4,0.08,50,reviewed,us,us
2020-01-21T19:35:14.836Z,25.4268,124.4731,25.85,4.6,mb,,164,1.635,0.64,us,us60007cav,2020-01-22T19:17:57.040Z,"107km NW of Hirara, Japan",earthquake,8.5,6,0.102,31,reviewed,us,us
2020-01-21T17:51:37.647Z,25.2664,124.485,13.71,4.5,mb,,102,1.557,0.56,us,us60007c9n,2020-01-22T16:53:27.040Z,"95km WNW of Hirara, Japan",earthquake,8.8,5.9,0.135,19,reviewed,us,us
2020-01-21T13:10:28.961Z,41.6958,75.4435,29.89,4.8,mb,,76,0.878,0.66,us,us60007c36,2020-02-03T15:22:18.120Z,"54km WNW of Naryn, Kyrgyzstan",earthquake,5,6,0.155,17,reviewed,us,us
2020-01-21T13:07:47.037Z,-2.9935,139.6258,35,4.5,mb,,93,1.177,0.8,us,us60007lgd,2020-02-03T15:31:30.040Z,"113km WSW of Abepura, Indonesia",earthquake,4.3,2,0.135,16,reviewed,us,us
2020-01-21T11:25:36.436Z,9.0883,-83.9955,17.77,5,mb,,132,0.883,1.54,us,us60007c1u,2020-01-25T13:56:39.987Z,"41km SSE of Quepos, Costa Rica",earthquake,4.3,4.2,0.029,375,reviewed,us,us
2020-01-21T11:03:08.304Z,0.6623,99.8304,156.23,4.6,mb,,138,1.254,0.65,us,us60007c1h,2020-01-21T11:27:05.040Z,"87km NNW of Bonjol, Indonesia",earthquake,8.7,7.5,0.103,28,reviewed,us,us
2020-01-21T10:17:55.041Z,36.5366,140.692,50.37,4.6,mb,,135,1.968,0.58,us,us60007c0t,2020-01-22T00:13:41.084Z,"7km SSE of Hitachi, Japan",earthquake,8.2,7.3,0.084,42,reviewed,us,us
2020-01-21T09:49:16.029Z,17.09,-94.5649,128.08,4.7,mb,,66,0.305,0.82,us,us60007c0a,2020-02-11T11:44:36.973Z,"53km E of Palomares, Mexico",earthquake,5.7,5.2,0.034,259,reviewed,us,us
2020-01-21T09:33:56.314Z,8.9972,-83.9514,11.35,5.3,mww,,174,0.854,1.13,us,us60007c00,2020-01-21T22:48:29.247Z,"47km W of Ciudad Cortes, Costa Rica",earthquake,2.3,7.1,0.08,15,reviewed,us,us
2020-01-20T18:00:06.904Z,7.3795,-78.6276,10,4.9,mb,,60,4.258,1,us,us60007bfx,2020-02-05T17:22:39.379Z,"52km WSW of Jaque, Panama",earthquake,6,1.7,0.044,169,reviewed,us,us
2020-01-20T16:56:02.322Z,15.4866,-95.0032,23.87,4.5,mb,,178,1.1,0.74,us,us70007jzz,2020-02-09T21:42:16.040Z,"78km SSE of Salina Cruz, Mexico",earthquake,4.1,10.7,0.121,20,reviewed,us,us
2020-01-20T16:15:30.055Z,39.6712,77.3171,10,4.5,mb,,156,2.088,0.79,us,us60007bdq,2020-01-21T16:25:28.040Z,"102km E of Arzak, China",earthquake,4.5,1.9,0.171,10,reviewed,us,us
2020-01-20T15:25:13.988Z,-3.4432,130.8868,20.08,4.6,mb,,62,1.456,0.56,us,us60007ldg,2020-02-02T21:07:19.040Z,"219km E of Amahai, Indonesia",earthquake,6.6,4.2,0.132,17,reviewed,us,us
2020-01-20T15:14:54.150Z,17.9618,-66.7425,14,4.5,ml,12,215,0.1373,0.11,pr,pr2020020010,2020-02-02T20:55:34.040Z,"13km S of Tallaboa, Puerto Rico",earthquake,0.64,1.16,0.1,4,reviewed,pr,pr
2020-01-20T09:36:36.270Z,17.9748,-66.7528,7,4.6,ml,12,195,0.1264,0.15,pr,pr2020020005,2020-01-21T22:10:30.533Z,"7km SSE of Tallaboa, Puerto Rico",earthquake,0.95,0.43,0.2,7,reviewed,pr,pr
2020-01-20T08:35:30.313Z,-19.3863,-69.315,113.29,4.5,mb,,88,0.303,0.75,us,us60007b8l,2020-02-11T12:44:20.040Z,"126km NE of Iquique, Chile",earthquake,5.7,5,0.096,32,reviewed,us,us
